5,Window coverings(4)(5),0.062,61.761,59.697,60.287,61.605,62.813,63.276,60.525,60.762,64.161,65.554,66.482,67.422,67.984,61.761,59.697,60.287,61.605,62.813,63.276,60.525,60.762,64.161,65.554,66.482,67.422,67.984,10.1,1.4,1.4,0.8,1.4,1.4,0.8,0.001,1.47,S-Nov. 2019,0.4,0.005,3.82,L-EVER,Ð
5,Other linens(4)(5),0.167,43.176,43.104,41.946,42.610,43.121,43.433,42.825,41.161,41.088,43.818,44.495,43.796,43.143,43.176,43.104,41.946,42.610,43.121,43.433,42.825,41.161,41.088,43.818,44.495,43.796,43.143,-0.1,1.5,-1.6,-1.5,1.5,-1.6,-1.5,-0.002,1.72,L-Feb. 2020,1.5,0.001,2.71,L-Feb. 2020,1.7
4,Furniture and bedding(4),0.932,113.170,113.765,114.718,114.901,112.971,113.987,114.079,113.699,113.223,113.491,114.491,113.176,111.007,113.170,113.765,114.718,114.901,112.971,113.987,114.079,113.699,113.223,113.491,114.491,113.176,111.007,-1.9,0.9,-1.1,-1.9,0.9,-1.1,-1.9,-0.018,0.49,S-May 1992,-2.0,-0.018,0.94,S-Jan. 2017,-2.0
5,Bedroom furniture(4),0.327,128.378,128.443,129.652,130.640,129.329,130.356,130.971,130.478,130.664,131.483,130.443,127.818,124.797,128.378,128.443,129.652,130.640,129.329,130.356,130.971,130.478,130.664,131.483,130.443,127.818,124.797,-2.8,-0.8,-2.0,-2.4,-0.8,-2.0,-2.4,-0.008,0.62,S-Aug. 2009,-2.8,-0.010,1.47,S-Jan. 2017,-2.8
5,"Living room, kitchen, and dining room furniture(4)(5)",0.452,86.921,87.927,89.049,89.306,87.940,89.128,88.449,88.454,87.574,87.137,88.805,88.279,86.589,86.921,87.927,89.049,89.306,87.940,89.128,88.449,88.454,87.574,87.137,88.805,88.279,86.589,-0.4,1.9,-0.6,-1.9,1.9,-0.6,-1.9,-0.009,0.86,S-Aug. 2015,-2.2,-0.002,1.78,S-Mar. 2018,-2.0
5,Other furniture(4)(5),0.143,72.006,71.744,71.163,69.875,67.086,66.801,68.134,67.142,67.271,68.381,69.462,68.824,68.203,72.006,71.744,71.163,69.875,67.086,66.801,68.134,67.142,67.271,68.381,69.462,68.824,68.203,-5.3,1.6,-0.9,-0.9,1.6,-0.9,-0.9,-0.001,0.99,Ð,Ð,-0.007,2.17,S-Dec. 2016,-7.2
6,Infants' furniture(4)(8)(6),,,104.685,104.670,104.376,105.306,103.475,103.568,110.155,110.538,111.689,111.671,104.325,104.824,,104.685,104.670,104.376,105.306,103.475,103.568,110.155,110.538,111.689,111.671,104.325,104.824,,0.0,-6.6,0.5,0.0,-6.6,0.5,,0.37,L-Jan. 2020,1.0,,8.93,Ð,Ð
4,Appliances(5),0.212,78.046,77.570,77.735,76.979,76.687,77.878,77.442,76.714,76.396,76.978,77.290,77.269,78.492,77.652,77.177,77.449,76.946,76.778,77.438,77.062,77.768,77.528,76.945,76.916,77.246,78.096,0.6,0.4,0.0,1.6,0.0,0.4,1.1,0.002,0.58,L-Jan. 2019,1.5,0.001,1.76,L-Sep. 2019,1.0
5,Major appliances(5),0.071,86.749,86.593,85.377,83.932,83.502,84.541,82.320,79.914,79.224,81.309,83.441,83.592,85.931,85.538,85.223,85.019,84.259,83.614,84.194,82.270,82.503,80.409,80.086,83.569,83.702,84.731,-0.9,2.6,0.2,2.8,4.3,0.2,1.2,0.001,0.98,L-Feb. 2020,4.3,-0.001,2.33,L-Sep. 2019,-0.1
6,Laundry equipment(6),,96.969,98.636,97.945,95.928,91.073,91.065,92.061,90.832,89.295,88.843,87.726,92.498,93.848,95.955,95.430,94.788,94.653,91.723,91.663,91.814,92.521,90.802,89.365,89.930,93.603,92.866,-3.2,-1.3,5.4,1.5,0.6,4.1,-0.8,,1.42,S-Jan. 2020,-1.6,,2.81,S-Feb. 2020,-6.4
5,Other appliances(5),0.138,66.449,65.868,66.655,66.297,66.098,67.249,67.689,67.812,67.694,67.599,67.127,67.040,67.683,66.321,65.806,66.273,66.123,65.740,66.857,67.559,68.324,68.874,68.019,66.791,66.916,67.553,1.9,-0.7,-0.1,1.0,-1.8,0.2,1.0,0.001,0.70,L-Nov. 2019,1.1,0.002,2.29,L-Dec. 2019,4.6
4,Other household equipment and furnishings(5),0.536,50.530,51.134,51.077,50.419,50.308,50.204,50.775,50.462,49.601,50.043,49.771,49.769,50.461,50.435,50.745,50.916,50.700,50.861,50.825,50.714,50.419,50.241,50.028,49.116,49.131,50.367,-0.1,-0.5,0.0,1.4,-1.8,0.0,2.5,0.013,0.59,L-Oct. 2004,4.5,0.000,1.43,L-Sep. 2019,0.1
5,"Clocks, lamps, and decorator items(4)",0.309,37.111,37.493,36.758,36.251,36.608,36.389,37.263,37.395,36.253,36.375,36.170,35.938,37.053,37.111,37.493,36.758,36.251,36.608,36.389,37.263,37.395,36.253,36.375,36.170,35.938,37.053,-0.2,-0.6,-0.6,3.1,-0.6,-0.6,3.1,0.010,0.93,L-Oct. 2004,7.9,0.001,2.31,L-Oct. 2019,0.6
5,Indoor plants and flowers(12),0.092,130.462,132.066,133.429,132.499,130.853,131.222,131.393,130.382,131.012,129.051,130.707,133.292,132.803,130.762,131.141,132.211,133.870,132.876,132.242,132.095,132.190,131.769,129.679,127.573,130.190,133.109,1.8,1.3,2.0,-0.4,-1.6,2.1,2.2,0.002,0.64,L-Feb. 2001,2.4,0.002,1.94,L-Jul. 2019,2.4
5,Dishes and flatware(4)(5),0.056,45.612,47.882,50.789,50.486,50.339,50.511,49.288,47.272,46.697,49.062,48.314,48.784,47.719,45.612,47.882,50.789,50.486,50.339,50.511,49.288,47.272,46.697,49.062,48.314,48.784,47.719,4.6,-1.5,1.0,-2.2,-1.5,1.0,-2.2,-0.001,1.39,S-Nov. 2019,-4.1,0.002,4.67,S-Feb. 2020,4.4
5,Nonelectric cookware and tableware(5),0.079,82.907,82.298,82.900,81.096,78.607,78.754,79.218,78.135,78.290,80.627,79.180,78.835,78.284,82.003,81.628,82.323,80.953,78.928,79.092,78.971,79.075,79.945,80.828,79.219,77.990,77.431,-5.6,-1.8,-0.4,-0.7,-2.0,-1.6,-0.7,-0.001,0.96,L-Jan. 2020,1.1,-0.004,3.13,L-Jan. 2020,-3.9
4,"Tools, hardware, outdoor equipment and supplies(5)",0.879,90.607,90.372,90.425,90.838,91.195,91.687,91.484,90.424,90.420,90.925,91.300,91.602,92.062,90.307,90.193,90.335,90.810,91.468,92.065,91.700,90.632,90.886,90.920,90.948,91.057,91.758,1.6,0.4,0.3,0.5,0.0,0.1,0.8,0.007,0.43,L-Feb. 2019,0.8,0.015,0.81,L-Oct. 2019,2.5
5,"Tools, hardware and supplies(4)(5)",0.243,99.355,99.760,100.294,100.125,99.996,100.587,100.345,98.118,97.398,98.404,99.017,99.638,100.068,99.355,99.760,100.294,100.125,99.996,100.587,100.345,98.118,97.398,98.404,99.017,99.638,100.068,0.7,0.6,0.6,0.4,0.6,0.6,0.4,0.001,0.60,S-Dec. 2019,-0.7,0.003,1.49,L-Nov. 2019,0.7
5,Outdoor equipment and supplies(5),0.449,86.539,85.853,85.628,86.380,87.022,87.499,87.287,86.838,87.217,87.461,87.701,87.878,88.391,86.049,85.495,85.553,86.453,87.357,88.123,87.665,87.072,87.603,87.388,87.347,87.257,87.891,2.1,0.3,0.2,0.6,0.0,-0.1,0.7,0.003,0.52,L-Sep. 2019,0.9,0.008,1.13,L-Dec. 2019,2.4
4,Housekeeping supplies(4),0.887,190.376,190.238,190.603,190.412,189.178,189.269,189.530,190.082,190.155,189.899,189.614,190.279,195.194,190.376,190.238,190.603,190.412,189.178,189.269,189.530,190.082,190.155,189.899,189.614,190.279,195.194,2.5,-0.2,0.4,2.6,-0.2,0.4,2.6,0.023,0.31,L-Nov. 1974,3.1,0.023,0.51,L-Jun. 2019,2.5
5,Household cleaning products(4)(5),0.351,121.315,121.241,121.075,120.929,120.550,120.589,120.419,120.526,121.040,120.977,120.154,121.468,122.610,121.315,121.241,121.075,120.929,120.550,120.589,120.419,120.526,121.040,120.977,120.154,121.468,122.610,1.1,-0.7,1.1,0.9,-0.7,1.1,0.9,0.003,0.34,S-Feb. 2020,-0.7,0.004,0.71,L-Aug. 2019,1.1
5,Household paper products(4)(5),0.219,174.780,175.901,176.800,175.352,174.273,175.070,175.848,178.201,178.361,177.019,177.497,177.763,185.841,174.780,175.901,176.800,175.352,174.273,175.070,175.848,178.201,178.361,177.019,177.497,177.763,185.841,6.3,0.3,0.1,4.5,0.3,0.1,4.5,0.010,0.59,L-EVER,Ð,0.014,1.26,L-Aug. 2009,6.9
5,Miscellaneous household products(4)(5),0.317,119.831,119.052,119.438,120.034,118.756,118.449,118.713,118.341,117.796,118.036,118.206,117.825,121.416,119.831,119.052,119.438,120.034,118.756,118.449,118.713,118.341,117.796,118.036,118.206,117.825,121.416,1.3,0.1,-0.3,3.0,0.1,-0.3,3.0,0.010,0.66,L-EVER,Ð,0.005,1.24,L-May 2019,1.4
3,Apparel,2.908,125.542,124.429,123.749,122.161,123.641,127.009,126.154,122.986,119.111,120.853,124.438,123.815,118.394,123.296,123.338,124.494,124.674,124.783,124.450,122.381,123.075,123.173,123.985,124.524,121.990,116.266,-5.7,3.0,-0.5,-4.4,0.4,-2.0,-4.7,-0.135,0.52,S-EVER,Ð,-0.172,0.86,S-Jan. 1950,-5.9
4,Men's and boys' apparel,0.735,118.100,118.169,116.960,116.315,117.794,122.579,122.583,117.218,112.442,116.548,120.077,119.090,112.671,117.831,117.231,118.177,118.577,118.962,120.635,118.441,117.463,117.198,117.943,117.614,117.805,112.414,-4.6,3.0,-0.8,-5.4,-0.3,0.2,-4.6,-0.033,0.66,S-EVER,Ð,-0.034,1.76,S-Dec. 1949,-4.7
5,Men's apparel,0.594,120.290,120.434,119.096,118.979,120.150,124.012,124.179,118.951,113.414,119.589,123.976,122.359,115.466,119.964,119.470,119.739,120.275,121.227,122.428,120.425,119.466,118.965,121.751,120.891,120.853,115.153,-4.0,3.7,-1.3,-5.6,-0.7,0.0,-4.7,-0.028,0.74,S-EVER,Ð,-0.023,1.51,S-Aug. 2003,-4.3
6,"Men's suits, sport coats, and outerwear",0.112,106.505,106.527,103.260,106.183,110.312,114.314,116.754,109.803,98.326,102.626,108.926,107.270,92.602,107.539,106.468,105.352,109.674,111.590,110.399,109.720,109.191,103.665,105.184,106.204,105.402,93.501,-13.1,6.1,-1.5,-13.7,1.0,-0.8,-11.3,-0.012,2.12,S-EVER,Ð,-0.014,3.69,S-EVER,Ð
6,"Men's underwear, nightwear, swimwear, and accessories(4)",0.166,154.817,157.346,155.388,152.519,157.029,161.218,159.172,155.353,151.248,157.608,163.036,161.888,158.653,154.817,157.346,155.388,152.519,157.029,161.218,159.172,155.353,151.248,157.608,163.036,161.888,158.653,2.5,3.4,-0.7,-2.0,3.4,-0.7,-2.0,-0.003,1.11,S-Dec. 2019,-2.6,0.004,3.27,S-Dec. 2019,-1.6
6,Men's shirts and sweaters(5),0.169,76.941,75.668,75.036,75.207,75.600,78.878,79.565,74.793,70.878,72.325,76.106,75.692,71.867,75.701,75.623,76.271,76.803,76.884,77.333,76.149,74.646,75.526,74.789,73.370,74.096,70.709,-6.6,5.2,-0.5,-5.1,-1.9,1.0,-4.6,-0.008,1.15,S-EVER,Ð,-0.011,2.43,S-Jul. 2015,-6.8
6,Men's pants and shorts,0.142,118.065,118.821,118.911,118.094,115.176,117.721,116.864,113.678,111.673,125.004,125.493,122.108,116.890,117.118,115.994,117.131,117.285,117.132,118.842,117.430,116.473,116.966,124.175,121.106,121.716,115.952,-1.0,0.4,-2.7,-4.3,-2.5,0.5,-4.7,-0.007,1.22,S-Nov. 2013,-7.4,-0.002,2.31,S-Oct. 2019,-1.5
5,Boys' apparel,0.141,108.109,107.941,107.168,104.890,107.293,114.831,114.325,108.679,106.406,102.959,103.315,104.624,100.054,107.173,107.806,108.752,109.988,111.013,112.498,109.704,107.535,108.089,101.816,101.732,104.941,99.189,-7.5,0.3,1.3,-4.4,-0.1,3.2,-5.5,-0.008,1.46,S-Jan. 2020,-5.8,-0.011,5.37,S-Feb. 2020,-11.1
4,Women's and girls' apparel,1.212,110.148,108.082,106.794,104.106,105.731,109.598,107.698,105.181,101.556,101.628,106.218,106.796,101.651,106.584,106.784,107.267,107.931,107.831,106.417,103.512,105.048,105.537,105.724,107.247,104.073,98.412,-7.7,4.5,0.5,-4.8,1.4,-3.0,-5.4,-0.064,0.93,S-EVER,Ð,-0.096,1.54,S-Feb. 1950,-8.3
5,Women's apparel,1.009,113.256,111.179,108.908,106.272,108.560,112.179,110.066,107.423,103.033,103.180,108.011,108.686,102.578,109.347,109.510,109.047,109.950,110.439,109.021,106.113,107.502,107.791,107.725,109.027,105.684,99.037,-9.4,4.7,0.6,-5.6,1.2,-3.1,-6.3,-0.062,1.09,S-EVER,Ð,-0.100,1.74,S-EVER,Ð
6,Women's outerwear,0.067,105.705,102.921,105.431,103.955,104.273,108.463,108.532,103.916,97.225,92.081,97.646,97.690,89.920,105.664,104.719,107.592,109.414,104.248,102.167,101.141,100.724,100.663,95.092,99.133,98.046,89.885,-14.9,6.0,0.0,-8.0,4.2,-1.1,-8.3,-0.006,1.87,S-Mar. 2008,-8.3,-0.011,4.11,S-EVER,Ð
6,Women's dresses,0.112,124.648,121.222,115.412,107.440,109.859,119.459,120.680,112.622,107.060,102.814,112.785,113.973,102.499,116.925,117.696,116.508,116.958,113.769,113.859,114.274,113.670,114.356,111.674,112.717,106.342,96.149,-17.8,9.7,1.1,-10.1,0.9,-5.7,-9.6,-0.010,1.58,S-EVER,Ð,-0.023,3.14,S-Dec. 1949,-24.6
6,Women's suits and separates(5),0.520,78.256,76.659,75.128,73.199,75.836,78.163,75.001,73.930,70.868,70.494,73.723,74.646,71.066,75.270,74.984,74.752,76.004,77.672,75.843,72.288,74.277,74.885,74.390,73.879,72.057,68.354,-9.2,4.6,1.3,-4.8,-0.7,-2.5,-5.1,-0.026,1.54,S-EVER,Ð,-0.051,2.49,S-EVER,Ð
6,"Women's underwear, nightwear, swimwear, and accessories(5)",0.299,107.395,106.466,104.327,103.742,103.661,105.279,105.826,103.796,100.623,104.803,107.774,107.258,102.046,105.580,104.483,104.628,104.302,104.065,104.899,104.242,103.456,103.041,106.658,109.233,106.497,100.321,-5.0,2.8,-0.5,-4.9,2.4,-2.5,-5.8,-0.017,1.38,S-EVER,Ð,-0.015,2.54,S-Feb. 2019,-5.9
5,Girls' apparel,0.203,94.585,92.578,96.239,93.289,91.576,96.695,95.866,93.981,94.203,93.943,97.423,97.564,96.745,92.759,93.144,98.394,97.854,94.790,93.393,90.502,92.777,94.274,96.007,98.500,96.101,94.878,2.3,3.7,0.1,-0.8,2.6,-2.4,-1.3,-0.003,1.95,L-Feb. 2020,2.6,0.005,3.27,S-Feb. 2020,1.3
4,Footwear,0.671,136.131,135.329,135.425,135.102,137.518,139.167,139.211,137.767,135.250,136.587,138.315,136.592,132.288,134.085,134.502,136.127,136.191,137.411,137.484,137.105,137.621,137.594,139.404,139.511,135.651,130.299,-2.8,1.3,-1.2,-3.2,0.1,-2.8,-3.9,-0.026,0.71,S-EVER,Ð,-0.019,1.44,S-Jan. 2004,-3.2
5,Men's footwear(4),0.231,137.391,138.904,138.280,137.726,140.848,142.927,142.000,141.208,138.699,140.498,141.221,138.063,136.513,137.391,138.904,138.280,137.726,140.848,142.927,142.000,141.208,138.699,140.498,141.221,138.063,136.513,-0.6,0.5,-2.2,-1.1,0.5,-2.2,-1.1,-0.003,0.99,L-Feb. 2020,0.5,-0.002,1.93,L-Feb. 2020,-0.3
5,Boys' and girls' footwear,0.141,157.813,153.258,152.337,156.548,159.078,158.381,160.484,158.478,155.829,155.679,159.880,158.009,152.674,156.191,153.056,154.918,156.915,157.479,156.440,157.388,157.689,156.731,158.691,163.254,157.345,151.105,-3.3,2.7,-1.2,-3.4,2.9,-3.6,-4.0,-0.006,1.31,S-Jul. 2002,-4.5,-0.005,3.23,S-Aug. 2010,-3.6
5,Women's footwear,0.299,124.457,123.787,124.791,122.655,124.535,126.906,126.687,125.078,122.639,124.184,125.659,125.024,119.264,122.683,122.640,124.158,124.098,125.197,125.216,124.395,125.209,125.308,127.390,126.477,124.073,117.564,-4.2,1.2,-0.5,-4.6,-0.7,-1.9,-5.2,-0.016,0.91,S-EVER,Ð,-0.012,1.86,S-Mar. 2019,-4.7
4,Infants' and toddlers' apparel,0.129,122.149,122.086,118.436,116.929,118.385,120.606,119.036,116.964,115.940,115.241,116.744,112.504,108.793,121.011,121.121,120.320,119.216,118.943,118.169,116.421,116.552,116.639,117.996,116.972,111.905,107.780,-10.9,1.3,-3.6,-3.3,-0.9,-4.3,-3.7,-0.005,1.21,L-Feb. 2020,-0.9,-0.015,2.75,S-EVER,Ð
4,Jewelry and watches(9),0.160,171.443,171.410,177.958,177.463,173.751,171.672,173.276,169.844,163.426,173.010,173.122,171.237,167.097,170.658,170.937,177.578,174.252,171.247,169.764,170.071,172.127,171.129,174.573,172.506,172.617,166.331,-2.5,0.1,-1.1,-2.4,-1.2,0.1,-3.6,-0.006,2.07,S-Dec. 1991,-4.0,-0.008,3.57,S-Mar. 2019,-4.8
5,Watches(4)(9),0.039,142.682,139.609,141.407,141.049,140.258,136.326,141.002,140.624,137.653,140.923,141.651,143.381,141.765,142.682,139.609,141.407,141.049,140.258,136.326,141.002,140.624,137.653,140.923,141.651,143.381,141.765,-0.6,0.5,1.2,-1.1,0.5,1.2,-1.1,0.000,1.91,S-Dec. 2019,-2.1,-0.002,5.88,S-Oct. 2019,-7.5
5,Jewelry(9),0.121,169.331,171.788,181.241,180.707,175.162,174.910,173.761,168.345,160.068,171.278,171.147,168.042,163.276,169.679,171.886,180.149,176.836,171.779,171.967,172.785,172.085,169.136,173.724,168.492,167.107,163.612,-3.6,-0.1,-1.8,-2.8,-3.0,-0.8,-2.1,-0.003,2.46,S-Feb. 2020,-3.0,-0.006,4.18,S-May 2019,-3.7
3,Transportation commodities less motor fuel(11),6.961,105.399,104.925,105.370,105.723,105.861,104.164,104.030,103.779,103.905,104.022,104.647,105.299,104.850,104.743,104.512,104.980,105.134,105.273,105.474,104.954,104.631,104.530,104.101,104.337,104.428,104.204,-0.5,0.6,0.6,-0.4,0.2,0.1,-0.2,-0.015,0.11,S-Jan. 2020,-0.4,-0.030,0.25,S-Jan. 2020,-0.6
4,New vehicles,3.741,147.840,147.659,147.417,147.035,146.456,145.854,145.726,145.728,146.220,147.253,147.803,147.124,147.007,147.053,147.106,147.052,147.129,146.975,146.858,146.776,146.558,146.690,146.736,146.898,146.287,146.225,-0.6,0.4,-0.5,-0.1,0.1,-0.4,0.0,-0.002,0.19,L-Feb. 2020,0.1,-0.020,0.43,S-May 2018,-1.1
5,New cars and trucks(5)(6),,102.448,102.328,102.156,101.885,101.482,101.069,100.982,100.983,101.328,102.046,102.430,101.956,101.877,101.905,101.943,101.905,101.960,101.845,101.766,101.707,101.558,101.648,101.679,101.799,101.377,101.338,-0.6,0.4,-0.5,-0.1,0.1,-0.4,0.0,,0.17,L-Feb. 2020,0.1,,0.39,S-May 2018,-1.1
6,New cars(6),,143.454,143.480,143.398,143.109,142.652,141.934,141.970,141.921,142.279,143.388,144.178,143.517,143.116,142.824,143.016,143.148,143.072,143.075,142.787,142.748,142.559,142.665,142.994,143.528,142.843,142.487,-0.2,0.6,-0.5,-0.3,0.4,-0.5,-0.2,,0.17,L-Feb. 2020,0.4,,0.52,S-Jun. 2018,-0.7
6,New trucks(13)(6),,157.481,157.211,156.717,156.326,155.674,155.155,154.989,155.123,155.819,156.764,157.245,156.543,156.598,156.553,156.506,156.364,156.388,156.201,156.189,156.134,156.068,156.342,156.211,156.506,155.607,155.675,-0.6,0.3,-0.4,0.0,0.2,-0.6,0.0,,0.20,L-Feb. 2020,0.2,,0.46,Ð,Ð
4,Used cars and trucks,2.587,140.458,138.888,140.823,142.756,144.026,138.653,138.407,137.407,137.125,136.064,137.452,140.689,139.411,139.208,138.187,139.927,140.455,141.104,141.983,140.254,139.310,138.730,137.062,137.591,138.717,138.170,-0.7,1.0,2.4,-0.9,0.4,0.8,-0.4,-0.010,0.02,S-Jan. 2020,-1.2,-0.014,0.06,S-Feb. 2020,-1.3
4,Motor vehicle parts and equipment(4),0.396,145.555,146.445,146.554,145.808,146.368,147.314,146.957,147.608,147.757,148.335,148.457,148.190,147.403,145.555,146.445,146.554,145.808,146.368,147.314,146.957,147.608,147.757,148.335,148.457,148.190,147.403,1.3,0.1,-0.2,-0.5,0.1,-0.2,-0.5,-0.002,0.36,S-Jul. 2019,-0.5,0.005,0.68,S-Oct. 2018,1.2
5,Tires(4),0.251,124.417,125.042,125.214,124.688,124.876,125.825,124.964,125.742,125.542,125.288,125.590,125.377,124.590,124.417,125.042,125.214,124.688,124.876,125.825,124.964,125.742,125.542,125.288,125.590,125.377,124.590,0.1,0.2,-0.2,-0.6,0.2,-0.2,-0.6,-0.002,0.35,S-Oct. 2019,-0.7,0.000,0.83,S-Oct. 2018,0.0
5,Vehicle accessories other than tires(4)(5),0.146,174.201,175.542,175.514,174.395,175.655,176.500,177.202,177.531,178.376,180.915,180.573,180.216,179.557,174.201,175.542,175.514,174.395,175.655,176.500,177.202,177.531,178.376,180.915,180.573,180.216,179.557,3.1,-0.2,-0.2,-0.4,-0.2,-0.2,-0.4,-0.001,0.62,S-Jul. 2019,-0.6,0.005,1.13,S-Dec. 2019,2.6
6,Vehicle parts and equipment other than tires(4)(6),,165.557,166.547,166.130,164.020,165.419,166.075,166.906,167.719,168.146,171.141,170.550,170.771,170.077,165.557,166.547,166.130,164.020,165.419,166.075,166.906,167.719,168.146,171.141,170.550,170.771,170.077,2.7,-0.3,0.1,-0.4,-0.3,0.1,-0.4,,0.47,S-Jul. 2019,-1.3,,1.17,S-Nov. 2019,1.9
6,"Motor oil, coolant, and fluids(4)(6)",,380.713,385.200,387.792,403.074,399.012,404.340,394.692,389.716,410.895,398.627,412.025,396.931,399.661,380.713,385.200,387.792,403.074,399.012,404.340,394.692,389.716,410.895,398.627,412.025,396.931,399.661,5.0,3.4,-3.7,0.7,3.4,-3.7,0.7,,1.56,L-Feb. 2020,3.4,,1.97,L-Feb. 2020,7.9
3,Medical care commodities,1.623,381.256,381.066,379.462,380.278,382.519,379.530,383.498,383.025,387.533,386.331,384.701,384.498,383.911,380.668,380.597,379.839,380.409,381.163,380.598,384.308,384.365,388.323,386.184,383.680,383.665,383.321,0.7,-0.4,-0.1,-0.2,-0.6,0.0,-0.1,-0.001,0.30,S-Feb. 2020,-0.6,0.012,0.79,S-Nov. 2019,0.6
4,Medicinal drugs(11),1.550,124.777,124.643,124.074,124.437,125.196,124.202,125.508,125.305,126.875,126.512,125.970,125.914,125.751,125.089,124.709,124.230,124.364,124.405,124.409,125.601,125.557,127.144,126.602,125.586,125.689,126.065,0.8,-0.4,0.0,-0.1,-0.8,0.1,0.3,0.005,0.31,L-Dec. 2019,1.3,0.014,0.82,S-Nov. 2019,0.6
5,Prescription drugs,1.170,528.008,526.439,522.957,524.829,526.629,522.518,529.635,528.285,537.946,538.154,535.548,533.885,533.767,528.950,526.564,523.531,524.485,524.400,524.178,531.684,531.034,539.260,537.047,532.513,531.509,534.719,1.1,-0.5,-0.3,0.0,-0.8,-0.2,0.6,0.007,0.32,L-Dec. 2019,1.5,0.015,0.95,S-Nov. 2019,0.5
5,Nonprescription drugs(4)(11),0.380,96.442,97.048,97.370,97.411,99.000,98.163,98.046,98.237,97.309,96.059,95.815,96.565,96.121,96.442,97.048,97.370,97.411,99.000,98.163,98.046,98.237,97.309,96.059,95.815,96.565,96.121,-0.3,-0.3,0.8,-0.5,-0.3,0.8,-0.5,-0.002,0.53,S-Jan. 2020,-1.3,-0.002,1.00,S-Jan. 2020,-0.5
4,Medical equipment and supplies(4)(11),0.072,101.789,103.438,104.034,102.009,102.003,101.577,102.459,103.465,102.461,101.605,101.320,101.093,100.438,101.789,103.438,104.034,102.009,102.003,101.577,102.459,103.465,102.461,101.605,101.320,101.093,100.438,-1.3,-0.3,-0.2,-0.6,-0.3,-0.2,-0.6,0.000,0.59,S-Jan. 2020,-0.8,-0.001,1.73,S-Apr. 2018,-1.8
3,Recreation commodities(11),2.026,80.044,79.928,79.875,79.606,79.605,79.698,79.996,79.889,79.380,79.713,79.835,79.206,78.464,79.853,79.955,79.851,79.557,79.699,79.743,80.010,80.063,79.631,79.741,79.659,78.984,78.259,-2.0,0.2,-0.8,-0.9,-0.1,-0.8,-0.9,-0.019,0.22,S-Jun. 2016,-1.0,-0.038,0.62,S-Nov. 2018,-3.0
4,Video and audio products(11),0.275,40.282,40.030,39.699,39.326,38.978,38.499,38.362,37.625,36.891,36.866,36.953,37.080,36.849,40.364,39.954,39.484,39.049,38.774,38.375,38.254,37.847,37.379,37.056,36.951,37.075,36.885,-8.5,0.2,0.3,-0.6,-0.3,0.3,-0.5,-0.001,0.38,S-Jan. 2020,-0.9,-0.018,0.81,S-Feb. 2020,-9.7
5,Televisions,0.095,1.637,1.627,1.607,1.580,1.558,1.535,1.506,1.449,1.406,1.403,1.393,1.384,1.372,1.653,1.627,1.587,1.557,1.536,1.521,1.499,1.466,1.439,1.415,1.392,1.389,1.386,-16.2,-0.7,-0.6,-0.9,-1.6,-0.2,-0.2,0.000,0.68,Ð,Ð,-0.015,1.38,L-Apr. 2018,-15.6
5,Other video equipment(5),0.042,9.817,9.729,9.536,9.683,9.523,9.492,9.583,9.507,9.453,9.482,9.637,9.656,9.741,9.660,9.573,9.514,9.596,9.562,9.537,9.519,9.594,9.749,9.612,9.646,9.576,9.585,-0.8,1.6,0.2,0.9,0.4,-0.7,0.1,0.000,0.88,L-Feb. 2020,0.4,0.000,2.24,L-Dec. 2019,0.7
5,Audio equipment(4),0.080,28.126,27.506,27.276,26.960,27.260,27.508,27.652,27.066,26.294,26.346,26.645,26.999,26.793,28.126,27.506,27.276,26.960,27.260,27.508,27.652,27.066,26.294,26.346,26.645,26.999,26.793,-4.7,1.1,1.3,-0.8,1.1,1.3,-0.8,-0.001,0.84,S-Dec. 2019,-2.9,-0.001,2.28,S-Nov. 2018,-8.6
5,Recorded music and music subscriptions(4)(5),0.045,83.171,83.998,84.408,83.689,82.332,79.378,80.003,80.586,80.141,79.611,79.099,79.764,78.618,83.171,83.998,84.408,83.689,82.332,79.378,80.003,80.586,80.141,79.611,79.099,79.764,78.618,-5.5,-0.6,0.8,-1.4,-0.6,0.8,-1.4,-0.001,0.67,S-Sep. 2019,-3.6,-0.003,2.26,S-Dec. 2018,-5.8
4,Pets and pet products(4),0.648,202.827,203.933,203.949,205.094,204.353,204.189,205.062,205.186,205.683,205.460,206.424,205.207,202.746,202.827,203.933,203.949,205.094,204.353,204.189,205.062,205.186,205.683,205.460,206.424,205.207,202.746,0.0,0.5,-0.6,-1.2,0.5,-0.6,-1.2,-0.008,0.24,S-Jul. 2015,-1.2,-0.001,0.73,S-Apr. 2018,-0.1
5,Pet food(4)(5)(6),,154.079,154.985,155.156,156.355,156.185,155.656,156.534,156.500,156.207,155.686,156.738,156.250,155.792,154.079,154.985,155.156,156.355,156.185,155.656,156.534,156.500,156.207,155.686,156.738,156.250,155.792,1.1,0.7,-0.3,-0.3,0.7,-0.3,-0.3,,0.26,Ð,Ð,,0.63,S-Oct. 2018,0.6
